L203_264	- Petra a c'houlennit ? a lâr ar porzhier , dre doull an draf .	- Petra a c'houlennit ? a lâr ar porzhier, dre doull an draf.	# # 'pe.tra a xu.'lɛ.nit # a lɑr ar 'pɔr.zjɛr # dre dul ɑ̃n draf #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-3
L203_269	Hag e oa o vont da serriñ an draf .	Hag e oa o vont da serriñ an draf.	# ag e wa o võn dɑ 'se.ri ɑ̃n draf #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-5
L203_271-01	hag unan all , hag unan all ,	hag unan all, hag unan all,	# ag 'y.nɑ̃n al # ag 'y.nɑ̃n al #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-6
L203_271-02	kement ha kement ma evas teir boutailhad gwin ardant , ha teir boutailhad kasis , a setu-eñ , mezv-marv .	kement ha kement ma evas teir boutailhad gwin ardant ha teir boutailhad kasis, a setu-eñ mezv-marv.	# 'ke.mɛnt a 'ke.mɛn ma 'e.vɑs tɛjr bu.'taʎ.at gwi:n 'ar.dɑ̃nt # a tɛjr bu.'taʎ.at 'ka.sis # a 'se.ty.ẽ # mɛzv.'ma.ro #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-1
L203_276-00	Hag ar jeant d'ar marchosi , o vallozhiñ ken a grene ar c'hastell gantañ . 	Hag ar jeant d'ar marchosi, o vallozhiñ ken a grene ar c'hastell gantañ. 	# ag ar 'ʒe.ɑ̃n dar marʃ.'o.si # o va.'lo.si ken a 'gre.ne ar 'xa.stɛl 'gɑ̃n.tɑ̃ #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-4
L203_283-02	roit din samm daou vul a aour hag a arc'hant , hag e partiin warc'hoazh ar beure .	roit din samm daou vul a aour hag a arc'hant, hag e partiin warc'hoazh ar beure.	# 'ro.it din sɑ̃m dɔw vyl a ɔwr ag a 'arx.ɑ̃nt # ag e par.'ti.in 'warx.waz ar 'bø.re #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-5
L203_284-02	hag e lez eno , arre an aour hag an arc'hant . 	hag e lez eno arre an aour hag an arc'hant. 	# ag e le:z 'e.no # 'a.re ɑ̃n ɔwr ag ɑ̃n 'arx.ɑ̃nt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_284-03	Prenañ a ra neuze ur sac'had holen , hen sammañ a ra war e vul , hag e kemeront hent ar c'hastell . 	Prenañ a ra neuze ur sac'had holen, hen sammañ a ra war e vul, hag e kemeront hent ar c'hastell. 	# 'pre.nɑ̃ a ra 'nø.ze œr 'sah.at 'ho.lɛn # he:n 'sɑ̃.mɑ̃ a ra war e vy:l # ag e ke.'me.rõnt hɛnd ar 'xa.stɛl #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-7
L203_284-06	Pa gavas e oa deut an amzer vat , e pignas Bihanig war ur wezenn derv vras , a oa eus pignon ar c'hastell ; 	Pa gavas e oa deut an amzer vat, e pignas Bihanig war ur wezenn derv vras a oa eus pignon ar c'hastell ; 	# pa 'ga.vaz e wa død ɑ̃n 'ɑ̃m.zɛr vat # e 'piɲ.as bih.'ɑ̃.nig war œr 'we.zɛn 'dɛ.ro vrɑs # a wa øs 'piɲ.õn ar 'xa.stɛl #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-4
L203_293-03	hag a redas etrezek ar feuteun , a oa e-barzh ar c'hoad . 	hag a redas etrezek ar feuteun, a oa e-barzh ar c'hoad. 	# ag a 're.daz e.'tre.zɛg ar 'fø.tøn # a wa 'e.barz ar xwat #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_293-05	hag a bakas an esterloup en e c'hodell , ha kuit ! 	hag a bakas an esterloup en e c'hodell, ha kuit ! 	# ag a 'ba.kaz ɑ̃n ɛ.'stɛr.lub en e 'xo.dɛl # a kɥit #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_293-08	hag e stokent gant ar gwez , hag e ruilhent o touiñ , hag o vallozhiñ . 	hag e stokent gant ar gwez, hag e ruilhent o touiñ hag o vallozhiñ. 	# ag e 'sto.kɛn gɑ̃n ar gwe:s # ag e 'ryʎ.ɛnd o 'tu.i # ag o va.'lo.zi #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-6
L203_299	- Bihanig en deus laeret arre an esterloup ! a lavaras ar peroked .	- Bihanig en deus laeret arre an esterloup ! a lavaras ar peroked.	# # bih.'ɑ̃.nig en døs 'lɛ.rɛd 'a.re ɑ̃n ɛ.'stɛr.lup # a la.'vɑ.raz ar pe.'ro.kɛt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-5
L203_300-01	met evel ma ne welent takenn , ne c'halljont biken mont e-maez ar c'hoad .	met evel ma ne welent takenn ne c'halljont biken mont e-maez ar c'hoad, 	# mɛd 'e.vɛl ma ne 'we.lɛn 'ta.kɛn # ne 'xal.ʒõn 'bi.kɛn mõnd 'e.mɛz ar xwat #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-6
L203_300-02	ha ne raent nemet stokañ gant ar gwez ha ruilhañ .	ha ne raent nemet stokañ gant ar gwez ha ruilhañ.	# a ne rẽn 'ne.met 'stɔ.kɑ̃ gɑ̃n ar gwe:s a 'ryʎ.ɑ̃ #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-1
L203_301-02	hag a sklêrijennas ul lev tro-dro , evel an heol da greisteiz . 	hag a sklêrijennas ul lev tro-dro, evel an heol da greisteiz. 	# ag a sklɛ.ri.'ʒɛ.naz œl lɛw 'tro.dro # 'e.vɛl ɑ̃n hɛwl dɑ 'grɛj.stɛjs #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-5
L203_301-03	Bep noz e veze laket an esterloup war an dourell uhelañ , 	Bep noz e veze laket an esterloup war an dourell uhelañ, 	# bep no:z e 've.ze 'la.kɛd ɑ̃n ɛ.'stɛr.lup war ɑ̃n 'du.rɛl y.'ɛ.lɑ̃ #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-7
L203_305-00	Ha , 'vit troc'hañ berr , setu kaset arre Bihanig da gerc'hat ar peroked sorser , 	Ha, 'vit troc'hañ berr, setu kaset arre Bihanig da gerc'hat ar peroked sorser, 	# a # vit 'troh.ɑ̃ bɛr # 'se.ty 'ka.sɛd 'a.re bih.'ɑ̃.nig dɑ 'gɛrx.ad ar pe.'ro.kɛt 'sɔr.sɛr #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_305-01	ha lâret dezhañ , en devo ar briñsez da bried , mar teu a-benn eus e daol . 	ha lâret dezhañ en devo ar briñsez da bried, mar teu a-benn eus e daol. 	# a 'lɑ.rɛt 'de.zɑ̃ # en 'de.vo ar 'brĩ.sɛs dɑ 'bri.ɛt # mɑ:r tø 'a.bɛn øz e dɔ:l #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_306-02	En gras Doue goude holl !	En gras Doue, goude holl !	# en grɑ:s 'du.e 'gu.de ɔl #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-4
L203_310-00	Ar jeant bras , ac'h a da gavout e beroked , a-raok mont da gousket ,	Ar jeant bras ac'h a da gavout e beroked, a-raok mont da gousket, 	# ar 'ʒe.ɑ̃n brɑ:s # ah a dɑ 'gɑ.vud e be.'ro.kɛt # 'a.rɔg mõn dɑ 'gu.skɛt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-7
L203_327-00	- Nag a boan a gemerit ganin-me , mamm-gozh ! a lâras Bihanig dezhi ; 	- Nag a boan a gemerit ganin-me, mamm-gozh ! a lâras Bihanig dezhi ; 	# # nag a bwɑ̃:n a ge.'me.rid 'gɑ̃.nin.me # 'mɑ̃mg.os # a 'lɑ.ras bih.'ɑ̃.nig 'de.zi #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-3
L203_329-00	Pa deu ar jeant bras d'ar gegin da c'houlenn doare ar rost , 	Pa deu ar jeant bras d'ar gegin da c'houlenn doare ar rost, 	# pa dø ar 'ʒe.ɑ̃n brɑ:s dar 'geg.in dɑ 'xu.lɛn 'dwɑ.re ar rɔst #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-6
L203_329-01	pa wel e wreg lazhet , hag e beroked laeret , en em laka da yudal ; ken a grene ar c'hastell gantañ ! 	pa wel e wreg lazhet hag e beroked laeret, en em laka da yudal, ken a grene ar c'hastell gantañ ! 	# pa we:l e wrek 'lɑ.zɛt # ag e be.'ro.kɛt 'lɛ.rɛt # en ɛm 'la.ka dɑ 'jy.dal # ken a 'gre.ne ar 'xa.stɛl 'gɑ̃n.tɑ̃ #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_331-01	A-vremañ , da sellan evel ma mab-kaer , ha pa gari e vo graet an eured ; 	A-vremañ da sellan evel ma mab-kaer, ha pa gari e vo graet an eured ; 	# a.'vre.mɑ̃ # dɑ 'sɛ.lɑ̃n 'e.vɛl ma 'map.kɛr # a pa 'gɑ.ri e vo grɛ:d ɑ̃n 'ø.rɛt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-3
L203_331-03	rak keit ha ma vefont en buhez , ne vin ket en peoc'h , 	rak keit ha ma vefont en buhez ne vin ket en peoc'h, 	# rak kɛjt a ma 've.fõnd en 'by.ɛs # ne vi:n ked en 'pe.ɔx #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-5
L203_333-01	Erru 'barzh ar c'hoad , e-kichen ar c'hastell , e tigor dor ar c'harroñs , 	Erru 'barzh ar c'hoad, e-kichen ar c'hastell, e tigor dor ar c'harroñs, 	# 'ɛ.ry bɑrz ar xwat # e.'kiʃ.ɛn ar 'xa.stɛl # e 'tig.or do:r ar 'xa.rõs #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_340-00	Setu int o-femp e-barzh ar c'harroñs . 	Setu int o-femp e-barzh ar c'harroñs. 	# 'se.ty ind 'o.fɛmb 'e.barz ar 'xa.rõs #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-3
L203_341-02	met kaer o doa ober , n'hallent ket dont e-maez . 	met kaer o doa ober, n'hallent ket dont e-maez. 	# mɛt kɛ:r o dwa 'o.bɛr # 'nha.lɛn ket dõnd 'e.mɛs #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_341-04	e voe graet e-kreiz ar porzh un tantad bras , ha laket ar c'harroñs en e greiz . 	e voe graet e-kreiz ar porzh un tantad bras, ha laket ar c'harroñs en e greiz. 	# e vwe: grɛ:d 'e.krɛjz ar pɔrz œn 'tɑ̃n.tat brɑ:s # a 'la.kɛd ar 'xa.rõz en e grɛjs #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-5
L203_342	Bihanig a voe dimezet da verc'h ar roue , ha gounezet a-walc'h en doa anezhi , me 'gred !	Bihanig a voe dimezet da verc'h ar roue, ha gounezet a-walc'h en doa anezhi, me 'gred !	# bih.'ɑ̃.nig a vwe: di.'me.zɛt dɑ vɛrh ar 'ru.e # a gu.'ne.zɛd 'a.walh en dwa ɑ̃.'ne.zi # grɛt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-3
L203_346	Plouared , Miz Kerdu mil eizh kant eizh ha tri-ugent .	Plouared, Miz Kerdu 1868	# plu.'ɑ.rɛt # mi:s 'kɛr.dy mil ɛjs kɑ̃n ɛjs a tri.'yg.ɛnt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_400	Jakez , hag an hariko hud	Jakez hag an hariko hud	# 'ʒa.kɛs # ag ɑ̃n ha.'ri.ko hy:t #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-3
L203_404	« Ro da vuoc'h din , hag e vo ar pemp harikoenn-mañ dit .	« Ro da vuoc’h din hag e vo ar pemp harikoenn-mañ dit.	# # ro: dɑ 'vy.ɔx din # ag e vo ar pɛm ha.ri.'ko.ɛn.mɑ̃ di:t #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-3
L203_406	_ Hud eo an hariko-mañ . Ma hadez anezhe , e voutfont betek an oabl en un nozvezh .	_ Hud eo an hariko-mañ. Ma hadez anezhe e voutfont betek an oabl en un nozvezh.	# aʃ ɛw ɑ̃n ha.'ri.ko.mɑ̃ # ma 'hɑ.dɛz 'ɑ̃.nɛ # e 'vut.fõn 'be.teg ɑ̃n wapl en œn 'noz.vɛs #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-5
L203_407	_ Betek an oabl ! » a adlavaras Jakez .	_ Betek an oabl ! » a adlavaras Jakez.	# p ɑ̃n wapl # # a a.dlɑ.'vɑ.ras 'ʒa.kɛs #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-1
L203_412-01	ken uhel ma save uhel-uhel betek ar c'houmoul .	ken uhel ma save uhel-uhel betek ar c’houmoul.	# ken 'y.ɛl ma 'sa.ve y.e.'ly.ɛl 'be.teg ar 'xu.mul #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-5
L203_413	Ma soñjas e oa hud an hariko-se evit gwir .	Ma soñjas e oa hud an hariko-se evit gwir.	# ma 'sõ.ʒaz e wa hy:d ɑ̃n ha.'ri.ko.se 'e.vit gwi:r #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-2
L203_415	Erruet e krec'h tout , e welas ur c'hastell kaer a seblante bezañ o nijal , war gorre ar c'houmoul .	Erruet e krec’h tout e welas ur c’hastell kaer a seblante bezañ o nijal war gorre ar c’houmoul.	# ɛ.'ry.ɛd e krex tut # e 'we.laz œr 'xa.stɛl kɛ:r a se.'blɑ̃n.te 'be.zɑ̃ o 'ni.ʒal # war 'gɔ.re ar 'xu.mul #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-7
L203_416	Mont a reas di , ha skeiñ war an nor . Digoret e voe dezhañ , gant ur plac'h kozh-kenañ .	Mont a reas di ha skeiñ war an nor. Digoret e voe dezhañ gant ur plac’h kozh-kenañ.	# mõnd a 're.as di # a skɛj war ɑ̃n no:r # dig.'o.rɛd e vwe: 'de.zɑ̃ # gɑ̃n œr plax ko.'ske.nɑ̃ #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-6
L203_419-01	met diwall mat , rak ma gwaz a zo ur roñfl gwall griz . 	met diwall mat, rak ma gwaz a zo ur roñfl gwall griz. 	# mɛt 'di.wal mɑ:t # rag ma gwɑ:z a zo œr rõfl gwal gri:s #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-3
L203_426-00	Goude se , dre ma oa pinvidik-mor ha tost tre , 	Goude se, dre ma oa pinvidik-mor ha tost tre, 	# 'gu.de se # dre ma wa pin.vi.'dik.mor a tost tre: #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-7
L203_430-00	« Na ouel ket . Sell ouzh ar pezh am eus degaset dit kentoc'h ! 	« Na ouel ket. Sell ouzh ar pezh am eus degaset dit, kentoc’h ! 	# # na we:l ket # sɛl uz ar pe:z ɑ̃m øs deg.'a.sɛt di:t 'kɛn.tɔx #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-6
L203_430-01	Gwelet a rez , hud e oa an hariko evit gwir ! »	Gwelet a rez, hud e oa an hariko evit gwir ! »	# 'gwe.lɛd a re:s # hy:d e wa ɑ̃n ha.'ri.ko 'e.vit gwi:r #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-6
L203_431	Neuze e kontas Jakez an istor a-bezh dezhi .	Neuze e kontas Jakez an istor a-bezh dezhi.	# 'nø.ze e 'kõn.tas 'ʒa.kɛz ɑ̃n 'i.stɔr 'a.bez 'de.zi #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-3
L203_432-00	Trugarekaat a reas an intañvez an neñv , evit bezañ roet ur mab ken ampart dezhi . 	Trugarekaat a reas an intañvez an neñv evit bezañ roet ur mab ken ampart dezhi. 	# tryg.a.'re.kɑd a 're.az ɑ̃n in.'tɑ̃.vɛz ɑ̃n nẽ: # 'e.vit 'be.zɑ̃ 'ro.ɛd œr mɑ:p ken 'ɑ̃m.part 'de.zi #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-2
L203_435-02	Lakaat a reas anezhi war an daol , hag e tremenas pep tra evel ar wech kentañ .	Lakaat a reas anezhi war an daol hag e tremenas pep tra evel ar wech kentañ.	# 'la.kɑd a 're.az ɑ̃.'ne.zi war ɑ̃n dɔl # ag e tre.'me.nas pep trɑ: 'e.vɛl ar weʃ 'kɛn.tɑ̃ #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-3
L203_436-01	Dont a reas e-maez e guzhadenn ha tapout anezhi . 	Dont a reas e-maez e guzhadenn ha tapout anezhi. 	# dõnd a 're.az 'e.mɛz e gy.'zɑ.dɛn a 'ta.pud ɑ̃.'ne.zi #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-7
L203_437-00	« Harz al laer , Harz al laer ! » a hope ar roñfl , 	« Harz al laer ! Harz al laer ! » a hope ar roñfl, 	# # harz al lɛ:r # harz al lɛ:r # # a 'ho.pe ar rõfl #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-6
L203_439	« N'az peus laeret nemet ar paour kaezh yar dek gwenneg-mañ ?	« N’az peus laeret nemet ar paour kaezh yar dek gwenneg-mañ ?	# # nas pøs 'lɛ.rɛd 'ne.med ar pɔwr kɛ:z ja:r deg 'gwɛ.neg.mɑ̃ #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-4
L203_441	Lakaat a reas ar yar war an daol , ha prestik goude e tozvas ur c'haer a vi aour .	Lakaat a reas ar yar war an daol, ha prestik goude e tozvas ur c’haer a vi aour.	# 'la.kɑd a 're.az ar ja:r war ɑ̃n dɔl # a 'pre.stig 'gu.de e 'tɔz.vaz œr xɛr a vi ɔwr #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-4
L203_442	Trugarekaat a reas an intañvez an neñv , evit bezañ roet ur mab ken ampart dezhi .	Trugarekaat a reas an intañvez an neñv evit bezañ roet ur mab ken ampart dezhi.	# tryg.a.'re.kɑd a 're.az ɑ̃n in.'tɑ̃.vɛz ɑ̃n nẽ: # 'e.vit 'be.zɑ̃ 'ro.ɛd œr mɑ:p ken 'ɑ̃m.part 'de.zi #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-1
L203_444-00	Koulskoude , dre ma tremene an amzer , en em sante Jakez , tristoc'h-tristañ . 	Koulskoude, dre ma tremene an amzer, en em sante Jakez tristoc’h-tristañ. 	# kul.'sku.de # dre ma tre.'me.ne ɑ̃n 'ɑ̃m.zɛr # en ɛm 'sɑ̃n.te 'ʒa.kɛs # tri.stox.'tri.stɑ̃ #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-1
L203_445-01	Ar wech-mañ ec'h eas e-barzh dre an nor a oa chomet damzigor , hag ec'h eas da guzhat e-barzh ur gaoter vras .	Ar wech-mañ ec’h eas e-barzh dre an nor a oa chomet damzigor hag ec’h eas da guzhat e-barzh ur gaoter vras.	# ar 'weʃ.mɑ̃ eh 'e.az 'e.bars dre ɑ̃n no:r a wa 'ʃõ.mɛt dɑ̃m.'zig.ɔr # ag eh 'e.as dɑ 'gy.zad 'e.barz œr 'gɔ.tɛr vrɑs #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-6
L203_446-00	Erruout a reas ar roñfl , hag e tremenas pep tra evel ar gwechoù kent . 	Erruout a reas ar roñfl hag e tremenas pep tra evel ar gwechoù kent. 	# ɛ.'ry.ud a 're.az ar rõfl # ag e tre.'me.nas pep trɑ: 'e.vɛl ar 'kweʃ.u kɛnt #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-6
L203_447	Dont a reas Jakez didrouz e-maez e guzhadenn , ha laerezh an delenn . Met homañ , en em lakaas da hopal : 	Dont a reas Jakez didrouz e-maez e guzhadenn ha laerezh an delenn. Met homañ en em lakaas da hopal : 	# dõnd a 're.as 'ʒa.kɛs 'di.druz 'e.mɛz e gy.'zɑ.dɛn # a 'lɛ.rez ɑ̃n 'de.lɛn # mɛt 'hõ.mɑ̃ # en ɛm la.'ka.az dɑ 'ho.pal #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-7
L203_451-00	A-greiz-holl e voe klevet ur pezh mell trouz : 	A-greiz-holl e voe klevet ur pezh mell trouz : 	# ag.'rɛj.zɔl e vwe: 'kle.vɛd œr pe:z mɛl tru:s #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-4
L203_453-01	met ken spontet e oa bet , ma n'en devoa ket gwall c'hoant da vevañ avanturioù ken . 	met ken spontet e oa bet ma n’en devoa ket gwall c’hoant da vevañ avanturioù ken. 	# mɛt ken 'spõn.tɛd e wa bet # ma nen 'de.vwa ket gwal xwɑ̃n dɑ 've.vɑ̃ a.vɑ̃n.'tyr.ju ken #	1	1	0	tales/tales_-_04_JAKEZ_HAG_AN_HARIKO_HUD.txt		cov-5
L203_502	Un devezh , ma ranke mont d'ar c'hoad da gerc'hat boued , e c'halvas anezhe , hag e lavaras dezhe :	Un devezh ma ranke mont d’ar c’hoad da gerc’hat boued, e c’halvas anezhe hag e lavaras dezhe :	# œn 'de.vɛs # ma 'rɑ̃ŋ.ke mõn dar xwad dɑ 'gɛrx.at bwet # e 'xal.vaz 'ɑ̃.nɛ # ag e la.'vɑ.ras dɛ #	1	1	0	tales/tales_-_05_AR_BLEIZ_HAG_AR_SEIZH_MENN.txt		cov-5
L203_503-00	« Bugale gaezh , me zo o vont d'ar c'hoad . Diwallit mat ouzh ar bleiz . 	« Bugale gaezh, me zo o vont d’ar c’hoad. Diwallit mat ouzh ar bleiz. 	# # byg.'ɑ.le gɛ:s # me: zo o võn dar xwat # di.'wa.lid mɑ:d uz ar blɛjs #	1	1	0	tales/tales_-_05_AR_BLEIZ_HAG_AR_SEIZH_MENN.txt		cov-7
L203_511-01	Neuze e teuas en-dro , skeiñ a reas war an nor , ha hopal :	Neuze e teuas en-dro, skeiñ a reas war an nor ha hopal :	# 'nø.ze e 'tø.az 'en.dro # skɛj a 're.as war ɑ̃n no:r # a 'ho.pal #	1	1	0	tales/tales_-_05_AR_BLEIZ_HAG_AR_SEIZH_MENN.txt		cov-6
L203_519	Neuze , ec'h eas ar bleiz da skeiñ war an nor , evit an deirvet gwech , hag e lavaras :	Neuze ec’h eas ar bleiz da skeiñ war an nor evit an deirvet gwech hag e lavaras : 	# 'nø.ze # eh 'e.az ar blɛjs dɑ skɛj war ɑ̃n no:r # 'e.vid ɑ̃n 'dɛjr.ved gweʃ # ag e la.'vɑ.ras #	1	1	0	tales/tales_-_05_AR_BLEIZ_HAG_AR_SEIZH_MENN.txt		cov-1
L203_524-02	ar pevare e-barzh ar c'hofr , ar pempvet e-barzh ar ganastell , 	ar pevare e-barzh ar c’hofr, ar pempvet e-barzh ar ganastell, 	# ar pe.'vɑ.re 'e.barz ar xɔfr # ar 'pɛm.ved 'e.barz ar gɑ̃.'na.stɛl #	1	1	0	tales/tales_-_05_AR_BLEIZ_HAG_AR_SEIZH_MENN.txt		cov-7
L203_524-03	ar c'hwec'hvet e-barzh ar gwalc'houer , ar seizhvet e-barzh an orolaj .	ar c’hwec’hvet e-barzh ar gwalc’houer, ar seizhvet e-barzh an orolaj.	# ar 'xwɛh.ved 'e.barz ar gwalx.'u.ɛr # ar 'sɛjz.ved 'e.barz ɑ̃n o.'ro.laʃ #	1	1	0	tales/tales_-_05_AR_BLEIZ_HAG_AR_SEIZH_MENN.txt		cov-3
L203_531	Pa'h eas en-dro er-maez eus an ti , e welas ar c'havr ar bleiz astennet en e c'hourvez , dindan ur wezenn .	Pa’h eas en-dro er-maez eus an ti e welas ar c’havr ar bleiz astennet en e c'hourvez dindan ur wezenn.	# pah 'e.az 'en.dro 'er.mɛz øz ɑ̃n ti: # e 'we.laz ar xavr ar blɛjz a.'stɛ.nɛd en e 'xur.vɛs # 'din.dɑ̃n œr 'we.zɛn #	1	1	0	tales/tales_-_05_AR_BLEIZ_HAG_AR_SEIZH_MENN.txt		cov-5
L203_536	Na laouen e voent ! Pokat a rejont d'o mamm vihan gaezh , ha lammat e pep tu .	Na laouen e voent ! Pokat a rejont d’o mamm vihan gaezh ha lammat e pep tu.	# na 'lɔ.wɛn e vwɛnt # 'po.kad a 're.ʒõn do mɑ̃m 'vih.ɑ̃n gɛs # a 'lɑ̃.mad e pep ty #	1	1	0	tales/tales_-_05_AR_BLEIZ_HAG_AR_SEIZH_MENN.txt		cov-4
L203_540-01	Met pa grogas da fiñval e skoas ar vein an eil ouzh egile e-barzh e gof . Ma hopas :	Met pa grogas da fiñval e skoas ar vein an eil ouzh egile e-barzh e gof. Ma hopas :	# mɛt pa 'grog.az dɑ 'fĩ.val e 'sko.az ar vɛjn ɑ̃n ɛjl uz eg.'i.le 'e.barz e gof # ma 'ho.pas #	1	1	0	tales/tales_-_05_AR_BLEIZ_HAG_AR_SEIZH_MENN.txt		cov-3
L203_541	Na sed-amañ ur storlok , ganin e foñs ma stomog !	Na sed-amañ ur storlok, ganin e foñs ma stomog !	# na se.'dɑ̃.mɑ̃ œr 'stɔr.lɔk # 'gɑ̃.nin e fõ:s ma 'sto.mɔk #	1	1	0	tales/tales_-_05_AR_BLEIZ_HAG_AR_SEIZH_MENN.txt		cov-5
L203_543-00	Pa voe erruet er feunteun e plegas a-us d'an dour evit evañ . 	Pa voe erruet er feunteun e plegas a-us d’an dour evit evañ. 	# pa vwe: ɛ.'ry.ɛd er 'føn.tøn e 'pleg.az 'a.ys dɑ̃n du:r 'e.vid 'e.vɑ̃ #	1	1	0	tales/tales_-_05_AR_BLEIZ_HAG_AR_SEIZH_MENN.txt		cov-4
L204_01-04	Ar verb a-bezh a dremeno .	Ar verb a-bezh a dremeno.	# ar vɛrp 'a.bez a dre.'me.no #	1	1	0	01_poems_-_SPONT.txt		cov-2
L204_01-05	Erru omp e kantved ar spont .	Erru omp e kantved ar spont.	# 'ɛ.ry õb e 'kɑ̃n.ved ar spõnt #	1	1	0	01_poems_-_SPONT.txt		cov-7
L204_01-12	ha n'int ket holl savet c'hoazh en-dro .	ha n’int ket holl savet c’hoazh en-dro.	# a nin ket ɔl 'sɑ.vɛt xwaz 'en.dro #	1	1	0	01_poems_-_SPONT.txt		cov-3
L204_01-17	war ar pavez .	war ar pavez,	# war ar 'pɑ.vɛs #	1	1	0	01_poems_-_SPONT.txt		cov-1
L204_02-02	Ar re o deus kredet en ur bed gwelloc'h ,	Ar re o deus kredet en ur bed gwelloc’h,	# ar re: o døs 'kre.dɛd en œr be:t 'gwɛ.lɔx #	1	1	0	02_poems_-_GOUESTL.txt		cov-2
